timestamp,mode,SPTemp,SPHum,SPLight,actTemp,actHum,actLight,manHeater,manComp,manLight,manHum
8:25:14_1/3/2023,auto,30,70,1500,34.0,70,0,False,False,25,False
8:27:14_1/3/2023,auto,30,70,1500,34.0,70,0,False,False,25,False
8:29:14_1/3/2023,auto,30,70,1500,34.0,70,0,False,False,25,False
8:31:14_1/3/2023,auto,30,70,1500,34.0,70,0,False,False,25,False
8:33:14_1/3/2023,auto,30,70,1500,34.0,70,0,False,False,25,False
8:35:14_1/3/2023,auto,30,70,1500,34.0,70,0,False,False,25,False
8:37:14_1/3/2023,auto,30,70,1500,34.1,70,0,False,False,25,False
8:39:14_1/3/2023,auto,30,70,1500,34.1,70,0,False,False,25,False
8:41:14_1/3/2023,auto,30,70,1500,34.1,70,0,False,False,25,False
8:43:14_1/3/2023,auto,30,70,1500,34.1,70,0,False,False,25,False
8:45:14_1/3/2023,auto,30,70,1500,34.2,70,0,False,False,25,False
8:47:14_1/3/2023,auto,30,70,1500,34.2,70,0,False,False,25,False
8:49:14_1/3/2023,auto,30,70,1500,34.2,70,0,False,False,25,False
8:51:14_1/3/2023,auto,30,70,1500,34.2,70,0,False,False,25,False
8:53:14_1/3/2023,auto,30,70,1500,34.2,70,0,False,False,25,False
8:55:14_1/3/2023,auto,30,70,1500,34.2,70,0,False,False,25,False
8:57:14_1/3/2023,auto,30,70,1500,34.2,70,0,False,False,25,False
8:59:14_1/3/2023,auto,30,70,1500,34.3,70,0,False,False,25,False
9:1:14_1/3/2023,auto,30,70,1500,34.3,70,0,False,False,25,False
9:3:14_1/3/2023,auto,30,70,1500,34.3,70,0,False,False,25,False
9:5:14_1/3/2023,auto,30,70,1500,34.3,70,0,False,False,25,False
9:7:14_1/3/2023,auto,30,70,1500,34.4,70,0,False,False,25,False
9:9:14_1/3/2023,auto,30,70,1500,34.4,70,0,False,False,25,False
9:11:14_1/3/2023,auto,30,70,1500,34.4,70,0,False,False,25,False
9:13:14_1/3/2023,auto,30,70,1500,34.4,70,0,False,False,25,False
9:15:14_1/3/2023,auto,30,70,1500,34.4,70,0,False,False,25,False
